pokedex_number,name,japanese_name,classfication,type1,type2,height_m,weight_kg,percentage_male,hp,speed,attack,sp_attack,defense,sp_defense,generation,is_legendary,base_egg_steps,experience_growth,capture_rate,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,base_happiness,base_total,abilities
297,Hariyama,Hariteyamaハリテヤマ,Arm Thrust Pokémon,fighting,,2.3,253.8,75.4,144,50,120,40,60,60,3,0,5120,1640000,200,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,70,474,"['Thick Fat', 'Guts', 'Sheer Force']"
298,Azurill,Ruririルリリ,Polka Dot Pokémon,normal,fairy,0.2,2,24.6,50,20,20,20,40,40,3,0,2560,800000,150,0.5,0.5,0,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,70,190,"['Thick Fat', 'Huge Power', 'Sap Sipper']"
299,Nosepass,Nosepassノズパス,Compass Pokémon,rock,,1,97,50,30,30,45,45,135,90,3,0,5120,1000000,255,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,70,375,"['Sturdy', 'Magnet Pull', 'Sand Force']"
300,Skitty,Enecoエネコ,Kitten Pokémon,normal,,0.6,11,24.6,50,50,45,35,45,35,3,0,3840,800000,255,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,260,"['Cute Charm', 'Normalize', 'Wonder Skin ']"
301,Delcatty,Enekororoエネコロロ,Prim Pokémon,normal,,1.1,32.6,24.6,70,90,65,55,65,55,3,0,3840,800000,60,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,400,"['Cute Charm', 'Normalize', 'Wonder Skin ']"
302,Sableye,Yamiramiヤミラミ,Darkness Pokémon,dark,ghost,0.5,11,50,50,20,85,85,125,115,3,0,6400,1059860,45,1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,35,480,"['Keen Eye', 'Stall', 'Prankster']"
303,Mawile,Kucheatクチート,Deceiver Pokémon,steel,fairy,0.6,11.5,50,50,50,105,55,125,95,3,0,5120,800000,45,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,70,480,"['Hyper Cutter', 'Intimidate', 'Sheer Force']"
304,Aron,Cokodoraココドラ,Iron Armor Pokémon,steel,rock,0.4,60,50,50,30,70,40,100,40,3,0,8960,1250000,180,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,35,330,"['Sturdy', 'Rock Head', 'Heavy Metal']"
305,Lairon,Kodoraコドラ,Iron Armor Pokémon,steel,rock,0.9,120,50,60,40,90,50,140,50,3,0,8960,1250000,90,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,35,430,"['Sturdy', 'Rock Head', 'Heavy Metal']"
306,Aggron,Bossgodoraボスゴドラ,Iron Armor Pokémon,steel,rock,2.1,360,50,70,50,140,60,230,80,3,0,8960,1250000,45,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,35,630,"['Sturdy', 'Rock Head', 'Heavy Metal']"
307,Meditite,Asananアサナン,Meditate Pokémon,fighting,psychic,0.6,11.2,50,30,60,40,40,55,55,3,0,5120,1000000,180,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,70,280,"['Pure Power', 'Telepathy']"
308,Medicham,Charemチャーレム,Meditate Pokémon,fighting,psychic,1.3,31.5,50,60,100,100,80,85,85,3,0,5120,1000000,90,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,70,510,"['Pure Power', 'Telepathy']"
309,Electrike,Rakuraiラクライ,Lightning Pokémon,electric,,0.6,15.2,50,40,65,45,65,40,40,3,0,5120,1250000,120,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,70,295,"['Static', 'Lightningrod', 'Minus']"
310,Manectric,Livoltライボルト,Discharge Pokémon,electric,,1.5,40.2,50,70,135,75,135,80,80,3,0,5120,1250000,45,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,70,575,"['Static', 'Lightningrod', 'Minus']"
311,Plusle,Prasleプラスル,Cheering Pokémon,electric,,0.4,4.2,50,60,95,50,85,40,75,3,0,5120,1000000,200,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,70,405,"['Plus', 'Lightningrod']"
312,Minun,Minunマイナン,Cheering Pokémon,electric,,0.4,4.2,50,60,95,40,75,50,85,3,0,5120,1000000,200,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,70,405,"['Minus', 'Volt Absorb']"
313,Volbeat,Barubeatバルビート,Firefly Pokémon,bug,,0.7,17.7,100,65,85,73,47,75,85,3,0,3840,600000,150,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,70,430,"['Illuminate', 'Swarm', 'Prankster']"
314,Illumise,Illumiseイルミーゼ,Firefly Pokémon,bug,,0.6,17.7,0,65,85,47,73,75,85,3,0,3840,1640000,150,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,70,430,"['Oblivious', 'Tinted Lens', 'Prankster']"
315,Roselia,Roseliaロゼリア,Thorn Pokémon,grass,poison,0.3,2,50,50,65,60,100,45,80,3,0,5120,1059860,150,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,70,400,"['Natural Cure', 'Poison Point', 'Leaf Guard']"
316,Gulpin,Gokulinゴクリン,Stomach Pokémon,poison,,0.4,10.3,50,70,40,43,43,53,53,3,0,5120,1640000,225,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,70,302,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']"
317,Swalot,Marunoomマルノーム,Poison Bag Pokémon,poison,,1.7,80,50,100,55,73,73,83,83,3,0,5120,1640000,75,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,70,467,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']"
318,Carvanha,Kibanhaキバニア,Savage Pokémon,water,dark,0.8,20.8,50,45,65,90,65,20,20,3,0,5120,1250000,225,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,35,305,"['Rough Skin', 'Speed Boost']"
319,Sharpedo,Samehaderサメハダー,Brutal Pokémon,water,dark,1.8,88.8,50,70,105,140,110,70,65,3,0,5120,1250000,60,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,35,560,"['Rough Skin', 'Speed Boost']"
320,Wailmer,Hoerukoホエルコ,Ball Whale Pokémon,water,,2,130,50,130,60,70,70,35,35,3,0,10240,1640000,125,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,400,"['Water Veil', 'Oblivious', 'Pressure']"
321,Wailord,Whalohホエルオー,Float Whale Pokémon,water,,14.5,398,50,170,60,90,90,45,45,3,0,10240,1640000,60,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,500,"['Water Veil', 'Oblivious', 'Pressure']"
322,Numel,Donmelドンメル,Numb Pokémon,fire,ground,0.7,24,50,60,35,60,65,40,45,3,0,5120,1000000,255,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,70,305,"['Oblivious', 'Simple', 'Own Tempo']"
323,Camerupt,Bakuudaバクーダ,Eruption Pokémon,fire,ground,1.9,220,50,70,20,120,145,100,105,3,0,5120,1000000,150,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,70,560,"['Magma Armor', 'Solid Rock', 'Anger Point']"
324,Torkoal,Cotoiseコータス,Coal Pokémon,fire,,0.5,80.4,50,70,20,85,85,140,70,3,0,5120,1000000,90,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,70,470,"['White Smoke', 'Drought', 'Shell Armor']"
325,Spoink,Banebooバネブー,Bounce Pokémon,psychic,,0.7,30.6,50,60,60,25,70,35,80,3,0,5120,800000,255,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,70,330,"['Thick Fat', 'Own Tempo', 'Gluttony']"
326,Grumpig,Boopigブーピッグ,Manipulate Pokémon,psychic,,0.9,71.5,50,80,80,45,90,65,110,3,0,5120,800000,60,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,70,470,"['Thick Fat', 'Own Tempo', 'Gluttony']"
327,Spinda,Patcheelパッチール,Spot Panda Pokémon,normal,,1.1,5,50,60,60,60,60,60,60,3,0,3840,800000,255,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,360,"['Own Tempo', 'Tangled Feet', 'Contrary']"
328,Trapinch,Nuckrarナックラー,Ant Pit Pokémon,ground,,0.7,15,50,45,10,100,45,45,45,3,0,5120,1059860,255,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,70,290,"['Hyper Cutter', 'Arena Trap', 'Sheer Force']"
329,Vibrava,Vibravaビブラーバ,Vibration Pokémon,ground,dragon,1.1,15.3,50,50,70,70,50,50,50,3,0,5120,1059860,120,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,70,340,['Levitate']
330,Flygon,Flygonフライゴン,Mystic Pokémon,ground,dragon,2,82,50,80,100,100,80,80,80,3,0,5120,1059860,45,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,70,520,['Levitate']
331,Cacnea,Saboneaサボネア,Cactus Pokémon,grass,,0.4,51.3,50,50,35,85,85,40,40,3,0,5120,1059860,190,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,35,335,"['Sand Veil', 'Water Absorb']"
332,Cacturne,Noctusノクタス,Scarecrow Pokémon,grass,dark,1.3,77.4,50,70,55,115,115,60,60,3,0,5120,1059860,60,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,35,475,"['Sand Veil', 'Water Absorb']"
333,Swablu,Tylttoチルット,Cotton Bird Pokémon,normal,flying,0.4,1.2,50,45,50,40,40,60,75,3,0,5120,600000,255,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,70,310,"['Natural Cure', 'Cloud Nine']"
334,Altaria,Tyltalisチルタリス,Humming Pokémon,dragon,flying,1.1,20.6,50,75,80,110,110,110,105,3,0,5120,600000,45,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,70,590,"['Natural Cure', 'Cloud Nine']"
335,Zangoose,Zangooseザングース,Cat Ferret Pokémon,normal,,1.3,40.3,50,73,90,115,60,60,60,3,0,5120,600000,90,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,458,"['Immunity', 'Toxic Boost']"
336,Seviper,Habunakeハブネーク,Fang Snake Pokémon,poison,,2.7,52.5,50,73,65,100,100,60,60,3,0,5120,1640000,90,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,70,458,"['Shed Skin', 'Infiltrator']"
337,Lunatone,Lunatoneルナトーン,Meteorite Pokémon,rock,psychic,1,168,,90,70,55,95,65,85,3,0,6400,800000,45,2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,70,460,['Levitate']
338,Solrock,Solrockソルロック,Meteorite Pokémon,rock,psychic,1.2,154,,90,70,95,55,85,65,3,0,6400,800000,45,2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,70,460,['Levitate']
339,Barboach,Dojoachドジョッチ,Whiskers Pokémon,water,ground,0.4,1.9,50,50,60,48,46,43,41,3,0,5120,1000000,190,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,70,288,"['Oblivious', 'Anticipation', 'Hydration']"
340,Whiscash,Namazunナマズン,Whiskers Pokémon,water,ground,0.9,23.6,50,110,60,78,76,73,71,3,0,5120,1000000,75,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,70,468,"['Oblivious', 'Anticipation', 'Hydration']"
341,Corphish,Heiganiヘイガニ,Ruffian Pokémon,water,,0.6,11.5,50,43,35,80,50,65,35,3,0,3840,1640000,205,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,308,"['Hyper Cutter', 'Shell Armor', 'Adaptability']"
342,Crawdaunt,Shizarigerシザリガー,Rogue Pokémon,water,dark,1.1,32.8,50,63,55,120,90,85,55,3,0,3840,1640000,155,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,70,468,"['Hyper Cutter', 'Shell Armor', 'Adaptability']"
343,Baltoy,Yajilonヤジロン,Clay Doll Pokémon,ground,psychic,0.5,21.5,,40,55,40,40,55,70,3,0,5120,1000000,255,2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,70,300,['Levitate']
344,Claydol,Nendollネンドール,Clay Doll Pokémon,ground,psychic,1.5,108,,60,75,70,70,105,120,3,0,5120,1000000,90,2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,70,500,['Levitate']
345,Lileep,Lilylaリリーラ,Sea Lily Pokémon,rock,grass,1,23.8,88.1,66,23,41,61,77,87,3,0,7680,600000,45,2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,70,355,"['Suction Cups', 'Storm Drain']"
346,Cradily,Yuradleユレイドル,Barnacle Pokémon,rock,grass,1.5,60.4,88.1,86,43,81,81,97,107,3,0,7680,600000,45,2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,70,495,"['Suction Cups', 'Storm Drain']"
347,Anorith,Anopthアノプス,Old Shrimp Pokémon,rock,bug,0.7,12.5,88.1,45,75,95,40,50,50,3,0,7680,600000,45,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,70,355,"['Battle Armor', 'Swift Swim']"
348,Armaldo,Armaldoアーマルド,Plate Pokémon,rock,bug,1.5,68.2,88.1,75,45,125,70,100,80,3,0,7680,600000,45,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,70,495,"['Battle Armor', 'Swift Swim']"
349,Feebas,Hinbassヒンバス,Fish Pokémon,water,,0.6,7.4,50,20,80,15,10,20,55,3,0,5120,600000,255,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,200,"['Swift Swim', 'Oblivious', 'Adaptability']"
350,Milotic,Milokarossミロカロス,Tender Pokémon,water,,6.2,162,50,95,81,60,100,79,125,3,0,5120,600000,60,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,540,"['Marvel Scale', 'Competitive', 'Cute Charm']"
351,Castform,Powalenポワルン,Weather Pokémon,normal,,0.3,0.8,50,70,70,70,70,70,70,3,0,6400,1000000,45,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,420,['Forecast']
352,Kecleon,Kakureonカクレオン,Color Swap Pokémon,normal,,1,22,50,60,40,90,60,70,120,3,0,5120,1059860,200,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,440,"['Color Change', 'Protean']"
353,Shuppet,Kagebouzuカゲボウズ,Puppet Pokémon,ghost,,0.6,2.3,50,44,45,75,63,35,33,3,0,6400,800000,225,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,35,295,"['Insomnia', 'Frisk', 'Cursed Body']"
354,Banette,Juppetaジュペッタ,Marionette Pokémon,ghost,,1.1,12.5,50,64,75,165,93,75,83,3,0,6400,800000,45,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,35,555,"['Insomnia', 'Frisk', 'Cursed Body']"
355,Duskull,Yomawaruヨマワル,Requiem Pokémon,ghost,,0.8,15,50,20,25,40,30,90,90,3,0,6400,800000,190,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,35,295,"['Levitate', 'Frisk']"
356,Dusclops,Samayouruサマヨール,Beckon Pokémon,ghost,,1.6,30.6,50,40,25,70,60,130,130,3,0,6400,800000,90,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,35,455,"['Pressure', 'Frisk']"
357,Tropius,Tropiusトロピウス,Fruit Pokémon,grass,flying,2,100,50,99,51,68,72,83,87,3,0,6400,1250000,200,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,70,460,"['Chlorophyll', 'Solar Power', 'Harvest']"
358,Chimecho,Chireanチリーン,Wind Chime Pokémon,psychic,,0.6,1,50,75,65,50,95,80,90,3,0,6400,800000,45,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,70,455,['Levitate']
359,Absol,Absolアブソル,Disaster Pokémon,dark,,1.2,47,50,65,115,150,115,60,60,3,0,6400,1059860,30,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,35,565,"['Pressure', 'Super Luck', 'Justified']"
360,Wynaut,Sohnanoソーナノ,Bright Pokémon,psychic,,0.6,14,50,95,23,23,23,48,48,3,0,5120,1000000,125,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,70,260,"['Shadow Tag', 'Telepathy']"
361,Snorunt,Yukiwarashiユキワラシ,Snow Hat Pokémon,ice,,0.7,16.8,50,50,50,50,50,50,50,3,0,5120,1000000,190,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,70,300,"['Inner Focus', 'Ice Body', 'Moody']"
362,Glalie,Onigohriオニゴーリ,Face Pokémon,ice,,1.5,256.5,50,80,100,120,120,80,80,3,0,5120,1000000,75,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,70,580,"['Inner Focus', 'Ice Body', 'Moody']"
363,Spheal,Tamazarashiタマザラシ,Clap Pokémon,ice,water,0.8,39.5,50,70,25,40,55,50,50,3,0,5120,1059860,255,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,70,290,"['Thick Fat', 'Ice Body', 'Oblivious']"
364,Sealeo,Todogglerトドグラー,Ball Roll Pokémon,ice,water,1.1,87.6,50,90,45,60,75,70,70,3,0,5120,1059860,120,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,70,410,"['Thick Fat', 'Ice Body', 'Oblivious']"
365,Walrein,Todoserugaトドゼルガ,Ice Break Pokémon,ice,water,1.4,150.6,50,110,65,80,95,90,90,3,0,5120,1059860,45,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,70,530,"['Thick Fat', 'Ice Body', 'Oblivious']"
366,Clamperl,Pearluluパールル,Bivalve Pokémon,water,,0.4,52.5,50,35,32,64,74,85,55,3,0,5120,600000,255,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,345,"['Shell Armor', 'Rattled']"
367,Huntail,Huntailハンテール,Deep Sea Pokémon,water,,1.7,27,50,55,52,104,94,105,75,3,0,5120,600000,60,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,485,"['Swift Swim', 'Water Veil']"
368,Gorebyss,Sakurabyssサクラビス,South Sea Pokémon,water,,1.8,22.6,50,55,52,84,114,105,75,3,0,5120,600000,60,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,485,"['Swift Swim', 'Hydration']"
369,Relicanth,Glanthジーランス,Longevity Pokémon,water,rock,1,23.4,88.1,100,55,90,45,130,65,3,0,10240,1250000,25,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,70,485,"['Swift Swim', 'Rock Head', 'Sturdy']"
370,Luvdisc,Lovecusラブカス,Rendezvous Pokémon,water,,0.6,8.7,24.6,43,97,30,40,55,65,3,0,5120,800000,225,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,330,"['Swift Swim', 'Hydration']"
371,Bagon,Tatsubayタツベイ,Rock Head Pokémon,dragon,,0.6,42.1,50,45,50,75,40,60,30,3,0,10240,1250000,45,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,35,300,"['Rock Head', 'Sheer Force']"
372,Shelgon,Komoruuコモルー,Endurance Pokémon,dragon,,1.1,110.5,50,65,50,95,60,100,50,3,0,10240,1250000,45,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,35,420,"['Rock Head', 'Overcoat']"
373,Salamence,Bohmanderボーマンダ,Dragon Pokémon,dragon,flying,1.5,102.6,50,95,120,145,120,130,90,3,0,10240,1250000,45,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,35,700,"['Intimidate', 'Moxie']"
374,Beldum,Dumbberダンバル,Iron Ball Pokémon,steel,psychic,0.6,95.2,,40,30,55,35,80,60,3,0,10240,1250000,3,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,35,300,"['Clear Body', 'Light Metal']"
375,Metang,Metangメタング,Iron Claw Pokémon,steel,psychic,1.2,202.5,,60,50,75,55,100,80,3,0,10240,1250000,3,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,35,420,"['Clear Body', 'Light Metal']"
376,Metagross,Metagrossメタグロス,Iron Leg Pokémon,steel,psychic,1.6,550,,80,110,145,105,150,110,3,0,10240,1250000,3,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,35,700,"['Clear Body', 'Light Metal']"
377,Regirock,Regirockレジロック,Rock Peak Pokémon,rock,,1.7,230,,80,50,100,50,200,100,3,1,20480,1250000,3,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,35,580,"['Clear Body', 'Sturdy']"
378,Regice,Regiceレジアイス,Iceberg Pokémon,ice,,1.8,175,,80,50,50,100,100,200,3,1,20480,1250000,3,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,35,580,"['Clear Body', 'Ice Body']"
379,Registeel,Registeelレジスチル,Iron Pokémon,steel,,1.9,205,,80,50,75,75,150,150,3,1,20480,1250000,3,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,35,580,"['Clear Body', 'Light Metal']"
380,Latias,Latiasラティアス,Eon Pokémon,dragon,psychic,1.4,40,0,80,110,100,140,120,150,3,1,30720,1250000,3,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,90,700,['Levitate']
381,Latios,Latiosラティオス,Eon Pokémon,dragon,psychic,2,60,100,80,110,130,160,100,120,3,1,30720,1250000,3,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,90,700,['Levitate']
382,Kyogre,Kyogreカイオーガ,Sea Basin Pokémon,water,,4.5,352,,100,90,150,180,90,160,3,1,30720,1250000,3,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,0,770,['Drizzle']
383,Groudon,Groudonグラードン,Continent Pokémon,ground,,3.5,950,,100,90,180,150,160,90,3,1,30720,1250000,3,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,0,770,['Drought']
384,Rayquaza,Rayquazaレックウザ,Sky High Pokémon,dragon,flying,7,206.5,,105,115,180,180,100,100,3,1,30720,1250000,45,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,0,780,['Air Lock']
385,Jirachi,Jirachiジラーチ,Wish Pokémon,steel,psychic,0.3,1.1,,100,100,100,100,100,100,3,1,30720,1250000,3,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,100,600,['Serene Grace']
386,Deoxys,Deoxysデオキシス,DNA Pokémon,psychic,,1.7,60.8,,50,180,95,95,90,90,3,1,30720,1250000,3,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,0,600,['Pressure']
387,Turtwig,Naetleナエトル,Tiny Leaf Pokémon,grass,,0.4,10.2,88.1,55,31,68,45,64,55,4,0,5120,1059860,45,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,70,318,"['Overgrow', 'Shell Armor']"
388,Grotle,Hayashigameハヤシガメ,Grove Pokémon,grass,,1.1,97,88.1,75,36,89,55,85,65,4,0,5120,1059860,45,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,70,405,"['Overgrow', 'Shell Armor']"
389,Torterra,Dodaitoseドダイトス,Continent Pokémon,grass,ground,2.2,310,88.1,95,56,109,75,105,85,4,0,5120,1059860,45,2,1,1,0,1,1,2,2,1,1,0.5,4,1,1,1,0.5,1,1,70,525,"['Overgrow', 'Shell Armor']"
390,Chimchar,Hikozaruヒコザル,Chimp Pokémon,fire,,0.5,6.2,88.1,44,61,58,58,44,44,4,0,5120,1059860,45,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,70,309,"['Blaze', 'Iron Fist']"
391,Monferno,Moukazaruモウカザル,Playful Pokémon,fire,fighting,0.9,22,88.1,64,81,78,78,52,52,4,0,5120,1059860,45,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,70,405,"['Blaze', 'Iron Fist']"
392,Infernape,Goukazaruゴウカザル,Flame Pokémon,fire,fighting,1.2,55,88.1,76,108,104,104,71,71,4,0,5120,1059860,45,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,70,534,"['Blaze', 'Iron Fist']"
393,Piplup,Pochamaポッチャマ,Penguin Pokémon,water,,0.4,5.2,88.1,53,40,51,61,53,56,4,0,5120,1059860,45,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,314,"['Torrent', 'Defiant']"
394,Prinplup,Pottaishiポッタイシ,Penguin Pokémon,water,,0.8,23,88.1,64,50,66,81,68,76,4,0,5120,1059860,45,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,405,"['Torrent', 'Defiant']"
395,Empoleon,Emperteエンペルト,Emperor Pokémon,water,steel,1.7,84.5,88.1,84,60,86,111,88,101,4,0,5120,1059860,45,0.5,1,0.5,2,0.5,2,1,0.5,1,1,2,0.25,0.5,0,0.5,0.5,0.25,0.5,70,530,"['Torrent', 'Defiant']"
396,Starly,Mukkuruムックル,Starling Pokémon,normal,flying,0.3,2,50,40,60,55,30,30,30,4,0,3840,1059860,255,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,70,245,"['Keen Eye', 'Reckless']"
397,Staravia,Mukubirdムクバード,Starling Pokémon,normal,flying,0.6,15.5,50,55,80,75,40,50,40,4,0,3840,1059860,120,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,70,340,"['Intimidate', 'Reckless']"
